1/18/2010 1 0
1/18/2010 2 0
1/18/2010 3 0
1/18/2010 4 0
1/18/2010 5 0
1/18/2010 6 0
1/18/2010 7 0
1/18/2010 8 0
1/18/2010 9 0
1/18/2010 10 0
1/18/2010 11 0
1/18/2010 12 0
1/18/2010 13 0
1/19/2010 14 0
1/19/2010 15 0
1/19/2010 16 0
1/19/2010 17 0
1/20/2010 18 1
1/20/2010 19 1
1/20/2010 20 1
1/20/2010 21 1
1/20/2010 22 2
1/20/2010 23 2
1/20/2010 24 2
1/20/2010 25 2
1/20/2010 26 2
1/20/2010 27 2
1/20/2010 28 2
1/21/2010 29 2
1/21/2010 30 2
1/21/2010 31 2
1/21/2010 32 2
1/21/2010 33 2
1/21/2010 34 2
1/21/2010 35 2
1/22/2010 36 2
1/22/2010 37 2
1/22/2010 38 2
1/22/2010 39 2
1/22/2010 40 2
1/22/2010 41 2
1/22/2010 42 2
1/23/2010 43 2
1/23/2010 44 2
1/23/2010 45 2
1/23/2010 46 2
1/23/2010 47 2
1/23/2010 48 2
1/23/2010 49 2
1/24/2010 50 2
1/24/2010 51 2
1/24/2010 52 2
1/24/2010 53 2
1/24/2010 54 2
1/24/2010 55 2
1/24/2010 56 2
1/25/2010 57 2
1/25/2010 58 2
1/25/2010 59 2
1/25/2010 60 2
1/26/2010 61 3
1/26/2010 62 3
1/26/2010 63 3
1/26/2010 64 3
1/26/2010 65 3
1/26/2010 66 3
1/26/2010 67 3
1/27/2010 68 3
1/27/2010 69 3
1/27/2010 70 3
1/27/2010 71 3
1/27/2010 72 3
1/27/2010 73 3
1/27/2010 74 3
1/28/2010 75 3
1/28/2010 76 3
1/28/2010 77 3
1/28/2010 78 3
1/28/2010 79 3
1/28/2010 80 3
1/28/2010 81 3
1/29/2010 82 3
1/29/2010 83 3
1/29/2010 84 3
1/29/2010 85 3
1/29/2010 86 3
1/29/2010 87 3
1/29/2010 88 3
1/30/2010 89 3
1/30/2010 90 3
1/30/2010 91 3
1/30/2010 92 3
1/30/2010 93 3
1/30/2010 94 3
1/31/2010 95 4
1/31/2010 96 4
1/31/2010 97 4
1/31/2010 98 4
2/1/2010 99 5
2/1/2010 100 5
2/1/2010 101 5
2/1/2010 102 5
2/1/2010 103 5
2/2/2010 104 6
2/2/2010 105 6
2/2/2010 106 6
2/2/2010 107 6
2/2/2010 108 6
2/3/2010 109 7
2/3/2010 110 7
2/3/2010 111 7
2/3/2010 112 7
2/3/2010 113 7
2/3/2010 114 7
2/3/2010 115 7
2/3/2010 116 8
2/3/2010 117 8
2/3/2010 118 8
2/3/2010 119 8
2/3/2010 120 8
2/3/2010 121 8
2/3/2010 122 8
2/4/2010 123 8
2/4/2010 124 8
2/4/2010 125 8
2/4/2010 126 9
2/4/2010 127 9
2/4/2010 128 9
2/4/2010 129 9
2/4/2010 130 9
2/4/2010 131 9
2/4/2010 132 9
2/5/2010 133 9
2/5/2010 134 9
2/5/2010 135 9
2/6/2010 136 10
2/6/2010 137 10
2/6/2010 138 10
2/6/2010 139 10
